Population size:	Max generations:	Selection:	Recombination:	Recombination prob.:	Mutation:	Mutation prob.:	Agents:	Picks:	Columns:	TW:	CW:	Heuristic:		Fitness(AVG):	Time(AVG):	Fitness StdDev:	Time StdDev	Collisions (AVG)	Collisions StdDev	stdDevPicksPerAgent (AVG)
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	19	12	1	0	Hybrid		978.28	978.28	206.4149258	206.4149258	0.53	0.780448589	2.477502773
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	19	12	1	0	GA		785.35	785.35	123.957523	123.957523	1.48	1.64	1.790341394
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	19	12	1	0	GAxN		720.22	720.22	110.906319	110.906319	0.35	0.62249498	1.926792086
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	19	12	1	0	K-Means		986.39	986.39	216.601057	216.601057	1.02	1.26475294	1.926792086
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	19	12	1	0	Hybrid		812.11	812.11	144.8662759	144.8662759	0.96	1.232233744	1.926792086
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	19	12	1	0	GA		719.93	719.93	94.9750762	94.9750762	1.9	1.889444363	1.718949034
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	19	12	1	0	GAxN		688.08	688.08	109.7881305	109.7881305	0.59	1.149739101	1.784994576
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	19	12	1	0	K-Means		886.09	886.09	199.0761209	199.0761209	1.25	1.227802916	1.784994576
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	19	12	1	0	Hybrid		735.68	735.68	123.5153335	123.5153335	1.47	1.774570371	1.784994576
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	20	12	1	0	GA		1537.65	1537.65	243.2645217	243.2645217	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	20	12	1	0	GAxN		1537.65	1537.65	243.2645217	243.2645217	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	20	12	1	0	K-Means		3066.64	3066.64	425.2435425	425.2435425	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	20	12	1	0	Hybrid		2709.5	2709.5	414.5463424	414.5463424	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	20	12	1	0	GA		1108.15	1108.15	153.7095557	153.7095557	0.63	1.418837552	1.55
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	20	12	1	0	GAxN		931.18	931.18	137.1013042	137.1013042	0.12	0.430813185	2.14
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	20	12	1	0	K-Means		1707.14	1707.14	345.2590627	345.2590627	0.4	0.692820323	2.14
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	20	12	1	0	Hybrid		1407.95	1407.95	286.0859443	286.0859443	0.25	0.572276157	2.14
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	20	12	1	0	GA		918.89	918.89	147.6579761	147.6579761	0.93	1.088622983	1.907005725
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	20	12	1	0	GAxN		793.44	793.44	119.3988543	119.3988543	0.22	0.944245731	2.240717074
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	20	12	1	0	K-Means		1242.83	1242.83	240.7135665	240.7135665	0.53	0.655057249	2.240717074
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	20	12	1	0	Hybrid		993.63	993.63	194.0863032	194.0863032	0.46	0.639061812	2.240717074
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	20	12	1	0	GA		815.01	815.01	112.100624	112.100624	1.85	1.465435089	1.947978549
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	20	12	1	0	GAxN		733.87	733.87	115.4842548	115.4842548	0.52	0.953729521	2.127417287
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	20	12	1	0	K-Means		1045.45	1045.45	202.7502096	202.7502096	0.82	1.071260939	2.127417287
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	20	12	1	0	Hybrid		854.51	854.51	164.8863545	164.8863545	0.94	1.317725313	2.127417287
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	20	12	1	0	GA		744.72	744.72	92.1965379	92.1965379	2.15	1.95128163	1.760803325
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	20	12	1	0	GAxN		703.63	703.63	112.7195329	112.7195329	0.52	0.74135012	1.918283414
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	20	12	1	0	K-Means		927.76	927.76	228.0544286	228.0544286	1.38	1.534796403	1.918283414
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	20	12	1	0	Hybrid		783.53	783.53	147.1947319	147.1947319	1.13	1.205445976	1.918283414
